name,version,license,repository
windows-sys,0.60.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.61.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-targets,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-targets,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-targets,0.53.5,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-threading,0.1.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-version,0.1.7,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_msvc,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_msvc,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnu,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnu,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnu,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnullvm,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_msvc,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_msvc,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnu,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnu,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnu,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_msvc,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_msvc,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
winnow,0.5.40,MIT,https://github.com/winnow-rs/winnow
winnow,0.7.15,MIT,https://github.com/winnow-rs/winnow
winnow,1.0.4,MIT,https://github.com/winnow-rs/winnow
winreg,0.55.0,MIT,https://github.com/gentoo90/winreg-rs
wit-bindgen,0.57.1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wit-bindgen
writeable,0.6.3,Unicode-3.0,https://github.com/unicode-org/icu4x
wry,0.55.1,Apache-2.0 OR MIT,https://github.com/tauri-apps/wry
wyz,0.5.1,MIT,https://github.com/myrrlyn/wyz
x11,2.21.0,MIT,https://github.com/AltF02/x11-rs.git
x11-dl,2.21.0,MIT,https://github.com/AltF02/x11-rs.git
x25519-dalek,3.0.0,BSD-3-Clause,https://github.com/dalek-cryptography/curve25519-dalek/tree/main/x25519-dalek
x509-parser,0.16.0,MIT OR Apache-2.0,https://github.com/rusticata/x509-parser.git
xxhash-rust,0.8.18,BSL-1.0,https://github.com/DoumanAsh/xxhash-rust
yoke,0.8.3,Unicode-3.0,https://github.com/unicode-org/icu4x
yoke-derive,0.8.2,Unicode-3.0,https://github.com/unicode-org/icu4x
zerocopy,0.8.56,BSD-2-Clause OR Apache-2.0 OR MIT,https://github.com/google/zerocopy
zerocopy-derive,0.8.56,BSD-2-Clause OR Apache-2.0 OR MIT,https://github.com/google/zerocopy
zerofrom,0.1.8,Unicode-3.0,https://github.com/unicode-org/icu4x
zerofrom-derive,0.1.7,Unicode-3.0,https://github.com/unicode-org/icu4x
zeroize,1.9.0,Apache-2.0 OR MIT,https://github.com/RustCrypto/utils
zeroize_derive,1.5.0,Apache-2.0 OR MIT,https://github.com/RustCrypto/utils
zerotrie,0.2.4,Unicode-3.0,https://github.com/unicode-org/icu4x
zerovec,0.11.6,Unicode-3.0,https://github.com/unicode-org/icu4x
zerovec-derive,0.11.3,Unicode-3.0,https://github.com/unicode-org/icu4x
zmij,1.0.23,MIT,https://github.com/dtolnay/zmij
